STATION,NAME,Year,Month,TAVG_mean,TAVG_std,N_days,TMAX_mean,TMIN_mean
USC00204090,"IRON MTN KINGSFORD WWTP, MI US",2026,2,21.55,9.78,28,33.25,9.86
USC00204104,"IRONWOOD, MI US",2026,1,8.42,14.78,31,15.58,1.26
USC00204104,"IRONWOOD, MI US",2026,2,19.69,9.51,27,29.19,10.19
USC00204104,"IRONWOOD, MI US",2026,3,28.56,11.36,31,38.65,18.48
USC00204104,"IRONWOOD, MI US",2026,4,27.79,4.72,7,34.0,21.57
USC00204105,"IRONWOOD NUMBER 2, MI US",2026,1,7.94,14.32,31,14.77,1.1
USC00204105,"IRONWOOD NUMBER 2, MI US",2026,2,20.27,10.02,26,29.81,10.73
USC00204105,"IRONWOOD NUMBER 2, MI US",2026,3,28.39,11.27,31,38.26,18.52
USC00204105,"IRONWOOD NUMBER 2, MI US",2026,4,28.21,5.63,7,34.71,21.71
USC00204130,"ISHPEMING WWTP, MI US",2026,1,10.71,13.58,31,17.29,4.13
USC00204130,"ISHPEMING WWTP, MI US",2026,2,17.95,9.19,28,28.36,7.54
USC00204130,"ISHPEMING WWTP, MI US",2026,3,26.73,7.18,11,37.18,16.27
USC00204257,"KALKASKA, MI US",2026,1,15.44,12.63,31,21.19,9.68
USC00204257,"KALKASKA, MI US",2026,2,21.68,10.72,28,31.68,11.68
USC00204257,"KALKASKA, MI US",2026,3,30.86,12.44,18,41.33,20.39
USC00204257,"KALKASKA, MI US",2026,4,32.0,0.0,2,39.0,25.0
USC00204280,"KEARSARGE, MI US",2026,1,12.59,10.74,29,18.21,6.97
USC00204280,"KEARSARGE, MI US",2026,2,20.33,8.05,24,27.75,12.92
USC00204280,"KEARSARGE, MI US",2026,3,27.21,9.37,29,35.55,18.86
USC00204280,"KEARSARGE, MI US",2026,4,27.07,5.14,7,34.57,19.57
USC00204425,"K.I. SAWYER WWTP, MI US",2026,1,15.87,12.03,31,22.42,9.32
USC00204425,"K.I. SAWYER WWTP, MI US",2026,2,22.77,7.36,28,31.46,14.07
USC00204425,"K.I. SAWYER WWTP, MI US",2026,3,29.81,8.68,31,37.35,22.26
USC00204425,"K.I. SAWYER WWTP, MI US",2026,4,31.57,2.44,7,37.29,25.86
USC00204502,"LAKE CITY EXPERIMENTAL FARM, MI US",2026,1,15.52,13.6,31,22.81,8.23
USC00204502,"LAKE CITY EXPERIMENTAL FARM, MI US",2026,2,21.96,9.72,28,33.14,10.79
USC00204502,"LAKE CITY EXPERIMENTAL FARM, MI US",2026,3,32.85,11.5,27,43.89,21.81
USC00204502,"LAKE CITY EXPERIMENTAL FARM, MI US",2026,4,37.14,3.46,7,47.43,26.86
USC00204655,"LAPEER WWTP, MI US",2026,1,19.08,13.13,31,26.61,11.55
USC00204655,"LAPEER WWTP, MI US",2026,2,23.77,11.53,28,34.64,12.89
USC00204655,"LAPEER WWTP, MI US",2026,3,38.16,10.86,31,49.0,27.32
USC00204655,"LAPEER WWTP, MI US",2026,4,43.21,8.99,7,53.43,33.0
USC00204659,"LAPEER 2 W, MI US",2026,1,18.81,13.06,31,26.03,11.58
USC00204659,"LAPEER 2 W, MI US",2026,2,25.14,11.79,28,34.64,15.64
USC00204659,"LAPEER 2 W, MI US",2026,3,38.69,11.78,31,48.65,28.74
USC00204659,"LAPEER 2 W, MI US",2026,4,42.0,8.37,7,53.14,30.86
USC00204668,"CALUMET TAMARACK, MI US",2026,1,,,0,,
USC00204668,"CALUMET TAMARACK, MI US",2026,2,,,0,,
USC00204668,"CALUMET TAMARACK, MI US",2026,3,,,0,,
USC00204668,"CALUMET TAMARACK, MI US",2026,4,,,0,,
USC00204793,"LINDEN WWTP, MI US",2026,1,18.48,13.46,31,26.03,10.94
USC00204793,"LINDEN WWTP, MI US",2026,2,24.02,11.77,26,34.58,13.46
USC00204793,"LINDEN WWTP, MI US",2026,3,37.62,10.36,28,49.41,26.24
USC00204793,"LINDEN WWTP, MI US",2026,4,43.21,8.7,7,55.0,31.43
USC00204808,"LEXINGTON WATER PLANT, MI US",2026,1,17.69,11.83,24,24.92,11.36
USC00204808,"LEXINGTON WATER PLANT, MI US",2026,2,23.18,9.72,28,32.54,13.82
USC00204808,"LEXINGTON WATER PLANT, MI US",2026,3,36.68,10.89,25,46.2,27.16
USC00204808,"LEXINGTON WATER PLANT, MI US",2026,4,42.14,9.92,7,54.0,30.29
USC00204944,"LOWELL, MI US",2026,1,,,0,,
USC00204944,"LOWELL, MI US",2026,2,,,0,,
USC00204944,"LOWELL, MI US",2026,3,,,0,,
USC00204944,"LOWELL, MI US",2026,4,,,0,,
USC00204958,"LUDINGTON STATE PARK, MI US",2026,1,,,0,,
USC00204958,"LUDINGTON STATE PARK, MI US",2026,2,,,0,,
USC00204958,"LUDINGTON STATE PARK, MI US",2026,3,,,0,,
USC00204958,"LUDINGTON STATE PARK, MI US",2026,4,,,0,,
USC00204967,"LUPTON 1 S, MI US",2026,1,15.52,12.76,31,23.23,7.81
USC00204967,"LUPTON 1 S, MI US",2026,2,19.44,9.76,27,30.19,8.7
USC00204967,"LUPTON 1 S, MI US",2026,3,30.76,11.37,27,42.04,19.48
USC00204967,"LUPTON 1 S, MI US",2026,4,35.29,4.42,7,43.86,26.71
USC00205050,"MANCHESTER, MI US",2026,1,20.92,12.58,31,29.0,12.84
USC00205050,"MANCHESTER, MI US",2026,2,25.89,11.19,28,37.11,14.68
USC00205050,"MANCHESTER, MI US",2026,3,39.67,10.85,29,51.76,27.59
USC00205050,"MANCHESTER, MI US",2026,4,46.21,8.85,7,58.43,34.0
USC00205065,"MANISTEE 3 SE, MI US",2026,1,18.98,12.33,25,24.08,14.28
USC00205065,"MANISTEE 3 SE, MI US",2026,2,25.24,8.49,25,33.08,17.4
USC00205065,"MANISTEE 3 SE, MI US",2026,3,34.05,9.96,31,42.03,26.06
USC00205065,"MANISTEE 3 SE, MI US",2026,4,37.75,0.35,2,46.0,29.5
USC00205073,"MANISTIQUE WWTP, MI US",2026,1,15.13,11.87,31,21.35,8.9
USC00205073,"MANISTIQUE WWTP, MI US",2026,2,22.48,6.6,28,29.96,15.0
USC00205073,"MANISTIQUE WWTP, MI US",2026,3,27.65,8.82,31,34.35,20.94
USC00205073,"MANISTIQUE WWTP, MI US",2026,4,31.0,1.87,7,36.29,25.71
USC00205097,"MAPLE CITY 1 E, MI US",2026,1,20.05,11.14,31,24.84,15.26
USC00205097,"MAPLE CITY 1 E, MI US",2026,2,26.41,7.16,28,34.5,18.32
USC00205097,"MAPLE CITY 1 E, MI US",2026,3,34.16,9.72,31,42.26,26.06
USC00205097,"MAPLE CITY 1 E, MI US",2026,4,34.79,5.11,7,41.29,28.29
USC00205195,"MARSHALL, MI US",2026,1,,,0,,
USC00205195,"MARSHALL, MI US",2026,2,,,0,,
USC00205195,"MARSHALL, MI US",2026,3,,,0,,
USC00205195,"MARSHALL, MI US",2026,4,,,0,,
USC00205382,"MENOMINEE NUMBER 2, MI US",2026,1,,,0,,
USC00205382,"MENOMINEE NUMBER 2, MI US",2026,2,,,0,,
USC00205382,"MENOMINEE NUMBER 2, MI US",2026,3,,,0,,
USC00205382,"MENOMINEE NUMBER 2, MI US",2026,4,,,0,,
USC00205403,"MICHIGAMME, MI US",2026,1,8.43,14.8,21,16.59,0.41
USC00205403,"MICHIGAMME, MI US",2026,2,18.02,9.64,24,28.5,7.54
USC00205403,"MICHIGAMME, MI US",2026,3,25.21,10.96,31,35.35,15.06
USC00205403,"MICHIGAMME, MI US",2026,4,25.79,5.57,7,32.57,19.0
USC00205406,"MICHIGAMME 3 WNW, MI US",2026,1,,,0,,
USC00205406,"MICHIGAMME 3 WNW, MI US",2026,2,,,0,,
USC00205406,"MICHIGAMME 3 WNW, MI US",2026,3,,,0,,
USC00205406,"MICHIGAMME 3 WNW, MI US",2026,4,,,0,,
USC00205434,"MIDLAND, MI US",2026,1,16.6,11.63,30,24.33,8.87
USC00205434,"MIDLAND, MI US",2026,2,23.07,8.21,28,31.43,14.71
USC00205434,"MIDLAND, MI US",2026,3,34.53,8.58,29,43.9,25.17
USC00205434,"MIDLAND, MI US",2026,4,35.86,6.08,7,44.86,26.86
USC00205451,"MILAN WWTP, MI US",2026,1,21.25,12.11,12,28.67,13.62
USC00205451,"MILAN WWTP, MI US",2026,2,26.53,10.84,15,37.56,15.88
USC00205451,"MILAN WWTP, MI US",2026,3,48.5,,1,73.0,21.0
USC00205451,"MILAN WWTP, MI US",2026,4,46.75,14.5,2,57.5,36.0
USC00205488,"MILLINGTON 3 SE, MI US",2026,1,,,0,,
USC00205488,"MILLINGTON 3 SE, MI US",2026,2,,,0,,
USC00205488,"MILLINGTON 3 SE, MI US",2026,3,,,0,,
USC00205488,"MILLINGTON 3 SE, MI US",2026,4,,,0,,
USC00205533,"MIO WWTP, MI US",2026,1,16.53,12.75,31,24.48,8.58
USC00205533,"MIO WWTP, MI US",2026,2,22.27,10.9,28,33.89,10.64
USC00205533,"MIO WWTP, MI US",2026,3,32.35,10.66,31,42.94,21.77
USC00205533,"MIO WWTP, MI US",2026,4,34.71,5.42,7,43.86,25.57
USC00205567,"MONTAGUE 4 NW, MI US",2026,1,21.9,11.73,31,27.23,16.58
USC00205567,"MONTAGUE 4 NW, MI US",2026,2,27.3,8.07,28,35.46,19.14
USC00205603,"MORENCI, MI US",2026,1,20.58,12.16,30,28.9,12.74
USC00205603,"MORENCI, MI US",2026,2,25.86,8.87,14,37.93,13.79
USC00205603,"MORENCI, MI US",2026,3,41.19,11.0,31,52.71,29.68
USC00205603,"MORENCI, MI US",2026,4,56.0,,1,73.0,39.0
USC00205662,"CENTRAL MICHIGAN UNIVERSITY, MI US",2026,1,20.62,11.19,29,26.9,12.84
USC00205662,"CENTRAL MICHIGAN UNIVERSITY, MI US",2026,2,25.75,8.77,28,33.93,17.57
USC00205662,"CENTRAL MICHIGAN UNIVERSITY, MI US",2026,3,45.92,11.41,6,58.33,33.5
USC00205662,"CENTRAL MICHIGAN UNIVERSITY, MI US",2026,4,45.33,1.61,3,57.0,33.67
USC00205690,"MUNISING, MI US",2026,1,,,0,,
USC00205816,"NEWBERRY LUCE CO ROAD COMMISSION, MI US",2026,1,13.87,10.98,31,19.84,7.9
USC00205816,"NEWBERRY LUCE CO ROAD COMMISSION, MI US",2026,2,20.54,7.18,28,27.54,13.54
USC00205816,"NEWBERRY LUCE CO ROAD COMMISSION, MI US",2026,3,26.25,10.19,30,33.1,19.4
USC00205816,"NEWBERRY LUCE CO ROAD COMMISSION, MI US",2026,4,28.5,2.43,7,34.57,22.43
USC00205892,"NILES, MI US",2026,1,23.23,12.45,31,29.9,16.55
USC00205892,"NILES, MI US",2026,2,32.0,10.36,28,40.75,23.25
USC00205892,"NILES, MI US",2026,3,45.43,12.07,29,56.21,34.66
USC00205892,"NILES, MI US",2026,4,49.86,8.02,7,59.86,39.86
USC00206007,"NORTHPORT 2 W, MI US",2026,1,20.52,10.33,31,24.77,16.26
USC00206007,"NORTHPORT 2 W, MI US",2026,2,25.88,6.91,28,32.21,19.54
USC00206007,"NORTHPORT 2 W, MI US",2026,3,33.47,8.82,30,40.53,26.4
USC00206007,"NORTHPORT 2 W, MI US",2026,4,34.14,3.76,7,40.71,27.57
USC00206012,"NW MICHIGAN RESEARCH FARM, MI US",2026,1,18.85,11.26,31,23.03,14.68
USC00206012,"NW MICHIGAN RESEARCH FARM, MI US",2026,2,25.29,7.82,28,31.43,19.14
USC00206012,"NW MICHIGAN RESEARCH FARM, MI US",2026,3,32.85,10.36,27,39.89,25.81
USC00206012,"NW MICHIGAN RESEARCH FARM, MI US",2026,4,35.83,3.93,6,41.83,29.83
USC00206013,"NWSFO GRAND RAPIDS, MI US",2026,1,,,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",2026,2,,,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",2026,3,,,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",2026,4,,,0,,
USC00206158,"OLD MISSION 3 SSW, MI US",2026,1,20.14,12.16,14,25.79,14.5
USC00206158,"OLD MISSION 3 SSW, MI US",2026,2,24.78,7.47,16,31.65,17.71
USC00206158,"OLD MISSION 3 SSW, MI US",2026,3,33.8,8.67,20,43.5,24.1
USC00206158,"OLD MISSION 3 SSW, MI US",2026,4,35.0,3.19,4,45.25,24.75
USC00206230,"ORTONVILLE 2.5 SW, MI US",2026,1,18.84,12.03,31,26.39,11.29
USC00206230,"ORTONVILLE 2.5 SW, MI US",2026,2,25.46,10.49,28,35.0,15.93
USC00206230,"ORTONVILLE 2.5 SW, MI US",2026,3,37.7,10.95,30,48.73,26.84
USC00206230,"ORTONVILLE 2.5 SW, MI US",2026,4,45.0,5.73,4,55.75,34.25
USC00206300,"OWOSSO WWTP, MI US",2026,1,19.41,13.61,29,26.39,12.1
USC00206300,"OWOSSO WWTP, MI US",2026,2,25.48,11.34,28,35.36,15.61
USC00206300,"OWOSSO WWTP, MI US",2026,3,37.15,10.34,31,47.39,26.9
USC00206300,"OWOSSO WWTP, MI US",2026,4,43.5,8.52,7,54.86,32.14
USC00206354,"PARADISE, MI US",2026,1,14.63,10.54,31,20.52,8.74
USC00206354,"PARADISE, MI US",2026,2,20.02,8.41,26,27.35,12.69
USC00206354,"PARADISE, MI US",2026,3,26.05,9.74,30,34.4,17.7
USC00206354,"PARADISE, MI US",2026,4,27.14,3.24,7,33.29,21.0
USC00206398,"PAULDING, MI US",2026,1,9.82,15.33,30,16.97,2.67
USC00206398,"PAULDING, MI US",2026,2,22.46,9.51,23,32.33,12.57
USC00206398,"PAULDING, MI US",2026,3,28.53,11.18,29,37.9,19.17
USC00206398,"PAULDING, MI US",2026,4,30.14,6.95,7,38.57,21.71
USC00206507,"PETOSKEY, MI US",2026,1,18.56,10.71,31,23.94,13.19
USC00206507,"PETOSKEY, MI US",2026,2,21.28,8.63,25,29.16,13.4
USC00206507,"PETOSKEY, MI US",2026,3,29.67,9.95,30,36.97,22.37
USC00206507,"PETOSKEY, MI US",2026,4,32.29,4.01,7,38.0,26.57
USC00206510,"PETOSKEY NCMC, MI US",2026,1,16.69,11.47,31,22.29,11.1
USC00206510,"PETOSKEY NCMC, MI US",2026,2,20.43,10.03,28,29.96,10.89
USC00206510,"PETOSKEY NCMC, MI US",2026,3,29.05,10.94,31,37.55,20.55
USC00206510,"PETOSKEY NCMC, MI US",2026,4,31.79,4.91,7,38.43,25.14
USC00206583,"PICKFORD 3 NE, MI US",2026,1,13.23,13.19,31,21.42,5.03
USC00206583,"PICKFORD 3 NE, MI US",2026,2,19.02,11.04,28,28.96,9.07
USC00206583,"PICKFORD 3 NE, MI US",2026,3,26.73,10.29,31,35.81,17.65
USC00206583,"PICKFORD 3 NE, MI US",2026,4,27.57,5.47,7,34.29,20.86
USC00206658,"PONTIAC WWTP, MI US",2026,1,21.24,11.69,31,28.16,14.32
USC00206658,"PONTIAC WWTP, MI US",2026,2,26.79,10.32,26,36.0,17.58
USC00206658,"PONTIAC WWTP, MI US",2026,3,39.23,9.32,26,49.96,28.5
USC00206658,"PONTIAC WWTP, MI US",2026,4,45.29,8.95,7,57.14,33.43
USC00206662,"PORT AUSTIN WWTP, MI US",2026,1,20.92,10.36,18,28.0,15.11
USC00206662,"PORT AUSTIN WWTP, MI US",2026,2,22.88,9.3,16,30.88,14.88
USC00206662,"PORT AUSTIN WWTP, MI US",2026,3,32.67,8.91,23,40.22,25.13
USC00206662,"PORT AUSTIN WWTP, MI US",2026,4,38.3,7.6,5,48.8,27.8
USC00206680,"PORT HURON, MI US",2026,1,20.0,11.77,31,26.26,13.74
USC00206680,"PORT HURON, MI US",2026,2,24.54,8.85,26,31.85,17.48
USC00206680,"PORT HURON, MI US",2026,3,40.94,9.43,17,50.53,31.35
USC00206680,"PORT HURON, MI US",2026,4,49.0,5.77,3,60.67,37.33
USC00206780,"QUINCY HILL, MI US",2026,1,,,0,,
USC00206780,"QUINCY HILL, MI US",2026,2,,,0,,
USC00206780,"QUINCY HILL, MI US",2026,3,,,0,,
USC00206780,"QUINCY HILL, MI US",2026,4,,,0,,
USC00206884,"REED CITY WWTP, MI US",2026,1,,,0,,
USC00206884,"REED CITY WWTP, MI US",2026,2,,,0,,
USC00206884,"REED CITY WWTP, MI US",2026,3,,,0,,
USC00206884,"REED CITY WWTP, MI US",2026,4,,,0,,
USC00206982,"RICHMOND 4 NNW, MI US",2026,1,18.95,12.97,31,26.94,10.97
USC00206982,"RICHMOND 4 NNW, MI US",2026,2,23.02,10.98,28,33.75,12.29
USC00206982,"RICHMOND 4 NNW, MI US",2026,3,37.84,12.35,19,48.63,27.05
USC00206982,"RICHMOND 4 NNW, MI US",2026,4,48.12,8.71,4,61.5,34.75
USC00207070,"ROCKFORD, MI US",2026,1,,,0,,
USC00207070,"ROCKFORD, MI US",2026,2,,,0,,
USC00207070,"ROCKFORD, MI US",2026,3,,,0,,
USC00207070,"ROCKFORD, MI US",2026,4,,,0,,
USC00207188,"RUDYARD 5 SE, MI US",2026,1,11.84,13.25,31,19.45,4.23
USC00207188,"RUDYARD 5 SE, MI US",2026,2,14.42,13.3,13,25.69,3.15
USC00207188,"RUDYARD 5 SE, MI US",2026,3,21.83,6.09,6,30.5,13.17
USC00207188,"RUDYARD 5 SE, MI US",2026,4,26.5,5.07,3,34.67,18.33
USC00207221,"SAGINAW 8 NW, MI US",2026,1,,,0,,
USC00207221,"SAGINAW 8 NW, MI US",2026,2,,,0,,
USC00207221,"SAGINAW 8 NW, MI US",2026,3,,,0,,
USC00207221,"SAGINAW 8 NW, MI US",2026,4,,,0,,
USC00207222,"SAGINAW NUMBER 3, MI US",2026,1,18.42,11.85,30,25.6,11.23
USC00207222,"SAGINAW NUMBER 3, MI US",2026,2,25.18,10.25,28,34.61,15.75
USC00207222,"SAGINAW NUMBER 3, MI US",2026,3,36.4,9.78,31,46.1,26.71
USC00207222,"SAGINAW NUMBER 3, MI US",2026,4,41.29,6.89,7,51.43,31.14
USC00207277,"BEAVER ISLAND, MI US",2026,1,16.71,11.52,31,22.35,11.06
USC00207277,"BEAVER ISLAND, MI US",2026,2,28.12,1.31,4,37.75,18.5
USC00207277,"BEAVER ISLAND, MI US",2026,3,34.0,0.71,2,39.0,29.0
USC00207280,"SAINT JOHNS, MI US",2026,1,,,0,,
USC00207280,"SAINT JOHNS, MI US",2026,2,,,0,,
USC00207280,"SAINT JOHNS, MI US",2026,3,,,0,,
USC00207280,"SAINT JOHNS, MI US",2026,4,,,0,,
USC00207312,"SALINE 4 SW, MI US",2026,1,20.65,11.17,30,29.45,12.83
USC00207312,"SALINE 4 SW, MI US",2026,2,27.02,10.46,25,36.58,17.12
USC00207312,"SALINE 4 SW, MI US",2026,3,41.84,10.83,28,54.55,29.11
USC00207312,"SALINE 4 SW, MI US",2026,4,46.8,8.55,5,60.14,32.8
USC00207364,"SAULT STE MARIE, MI US",2026,1,11.47,13.15,31,18.97,3.97
USC00207364,"SAULT STE MARIE, MI US",2026,2,16.66,11.2,28,25.75,7.57
USC00207364,"SAULT STE MARIE, MI US",2026,3,23.42,10.04,31,32.71,14.13
USC00207364,"SAULT STE MARIE, MI US",2026,4,28.86,4.36,7,35.14,22.57
USC00207407,"SCOTTVILLE 2 SE, MI US",2026,1,,,0,,
USC00207407,"SCOTTVILLE 2 SE, MI US",2026,2,,,0,,
USC00207407,"SCOTTVILLE 2 SE, MI US",2026,3,,,0,,
USC00207407,"SCOTTVILLE 2 SE, MI US",2026,4,,,0,,
USC00207812,"STAMBAUGH 2 SSE, MI US",2026,1,8.95,14.19,31,16.77,1.13
USC00207812,"STAMBAUGH 2 SSE, MI US",2026,2,18.39,10.43,28,31.18,5.61
USC00207812,"STAMBAUGH 2 SSE, MI US",2026,3,27.56,12.25,31,39.48,15.65
USC00207812,"STAMBAUGH 2 SSE, MI US",2026,4,29.57,5.75,7,36.86,22.29
USC00207820,"STANDISH 4 NE, MI US",2026,1,18.74,12.68,31,25.81,11.68
USC00207820,"STANDISH 4 NE, MI US",2026,2,23.13,9.52,27,32.44,13.81
USC00207820,"STANDISH 4 NE, MI US",2026,3,34.55,9.7,29,43.0,26.1
USC00207820,"STANDISH 4 NE, MI US",2026,4,38.57,6.65,7,47.0,30.14
USC00208043,"TAHQUAMENON FALLS S P, MI US",2026,1,13.02,10.4,30,19.07,6.97
USC00208043,"TAHQUAMENON FALLS S P, MI US",2026,2,27.62,3.84,4,35.5,19.75
USC00208043,"TAHQUAMENON FALLS S P, MI US",2026,3,13.17,9.37,6,23.0,3.33
USC00208080,"TECUMSEH, MI US",2026,2,,,0,,
USC00208184,"THREE RIVERS, MI US",2026,1,22.76,12.99,31,29.9,15.61
USC00208184,"THREE RIVERS, MI US",2026,2,28.55,11.22,28,38.46,18.64
USC00208184,"THREE RIVERS, MI US",2026,3,42.34,11.56,31,53.77,30.9
USC00208184,"THREE RIVERS, MI US",2026,4,47.07,8.2,7,57.43,36.71
USC00208245,"TRAVERSE CITY 4.7ESE, MI US",2026,1,17.71,11.78,31,22.65,12.77
USC00208245,"TRAVERSE CITY 4.7ESE, MI US",2026,2,23.89,8.35,28,31.32,16.46
USC00208245,"TRAVERSE CITY 4.7ESE, MI US",2026,3,32.13,9.98,31,40.16,24.1
USC00208245,"TRAVERSE CITY 4.7ESE, MI US",2026,4,35.86,3.73,7,44.0,27.71
USC00208417,"VANDERBILT 11 ENE, MI US",2026,1,15.89,12.29,31,22.74,9.03
USC00208417,"VANDERBILT 11 ENE, MI US",2026,2,21.67,11.32,24,32.5,10.27
USC00208417,"VANDERBILT 11 ENE, MI US",2026,3,34.59,11.14,17,46.76,20.15
USC00208417,"VANDERBILT 11 ENE, MI US",2026,4,33.4,4.98,5,39.4,27.4
USC00208443,"VASSAR, MI US",2026,1,19.88,12.97,28,26.73,11.55
